,d,r,c
1665,273,0,11
1666,274,0,11
1667,275,0,11
1668,276,0,11
1669,277,0,11
1670,278,0,11
1671,279,0,11
1672,280,0,11
1673,281,0,11
1674,283,0,11
1675,284,0,11
1676,286,0,11
1677,291,1,11
1678,299,0,11
1679,301,0,11
1680,302,0,11
1681,305,0,11
1682,306,0,11
1683,308,0,11
1684,316,1,11
1685,328,0,11
1686,329,0,11
1687,330,0,11
1688,331,0,11
1689,338,0,11
1690,339,0,11
1691,2,1,12
1692,4,1,12
1693,5,1,12
1694,7,1,12
1695,11,1,12
1696,17,1,12
1697,21,1,12
1698,22,1,12
1699,30,1,12
1700,31,0,12
1701,33,1,12
1702,35,0,12
1703,36,0,12
1704,37,0,12
1705,40,1,12
1706,44,0,12
1707,46,0,12
1708,49,1,12
1709,50,1,12
1710,51,0,12
1711,58,0,12
1712,60,0,12
1713,62,0,12
1714,63,0,12
1715,64,0,12
1716,65,0,12
1717,67,0,12
1718,69,0,12
1719,70,0,12
1720,71,0,12
1721,73,0,12
1722,75,0,12
1723,79,0,12
1724,80,0,12
1725,81,0,12
1726,83,0,12
1727,85,0,12
1728,86,0,12
1729,88,0,12
1730,91,0,12
1731,92,0,12
1732,93,0,12
1733,94,0,12
1734,95,0,12
1735,99,0,12
1736,100,0,12
1737,101,0,12
1738,103,0,12
1739,105,0,12
1740,108,0,12
1741,109,0,12
1742,112,0,12
1743,113,0,12
1744,115,0,12
1745,116,0,12
1746,117,0,12
1747,118,0,12
1748,119,0,12
1749,121,0,12
1750,122,0,12
1751,123,0,12
1752,125,0,12
1753,126,0,12
1754,127,0,12
1755,128,0,12
1756,129,0,12
1757,131,0,12
1758,132,0,12
1759,134,0,12
1760,136,0,12
1761,140,0,12
1762,141,0,12
1763,142,0,12
1764,143,0,12
1765,144,0,12
1766,146,0,12
1767,147,0,12
1768,148,0,12
1769,149,0,12
1770,150,0,12
1771,151,0,12
1772,152,0,12
1773,156,0,12
1774,157,0,12
1775,158,0,12
1776,159,0,12
1777,161,1,12
1778,162,1,12
1779,167,0,12
1780,183,0,12
1781,186,0,12
1782,192,0,12
1783,193,0,12
1784,196,0,12
1785,198,0,12
1786,200,0,12
1787,201,0,12
1788,202,0,12
1789,203,0,12
1790,204,0,12
1791,206,0,12
1792,207,0,12
1793,208,0,12
1794,209,0,12
1795,210,0,12
1796,213,0,12
1797,217,0,12
1798,218,0,12
1799,220,0,12
1800,221,0,12
1801,223,0,12
1802,224,0,12
1803,225,0,12
1804,226,0,12
1805,228,0,12
1806,229,0,12
1807,230,0,12
1808,231,0,12
1809,232,0,12
1810,233,0,12
1811,236,0,12
1812,237,0,12
1813,238,0,12
1814,242,0,12
1815,243,0,12
1816,248,0,12
1817,252,0,12
1818,254,0,12
1819,255,0,12
1820,256,0,12
1821,258,0,12
1822,259,0,12
1823,260,0,12
1824,261,0,12
1825,262,0,12
1826,264,0,12
1827,265,0,12
1828,266,0,12
1829,267,0,12
1830,268,0,12
1831,269,0,12
1832,270,0,12
1833,271,0,12
1834,272,0,12
1835,274,0,12
1836,276,0,12
1837,277,0,12
1838,278,0,12
1839,279,0,12
1840,280,0,12
1841,281,0,12
1842,283,0,12
1843,284,0,12
1844,285,0,12
1845,286,0,12
1846,297,0,12
1847,301,0,12
1848,305,0,12
1849,306,0,12
1850,307,0,12
1851,312,0,12
1852,314,1,12
1853,329,0,12
1854,330,0,12
1855,337,0,12
1856,340,0,12
1857,3,0,13
1858,4,1,13
1859,5,1,13
1860,6,1,13
1861,7,1,13
1862,11,1,13
1863,12,1,13
1864,17,1,13
1865,20,1,13
1866,21,1,13
1867,22,1,13
1868,28,1,13
1869,33,1,13
1870,34,1,13
1871,37,0,13
1872,40,1,13
1873,44,0,13
1874,46,0,13
1875,49,1,13
1876,50,1,13
1877,58,0,13
1878,60,0,13
1879,62,0,13
1880,63,0,13
1881,64,0,13
1882,65,0,13
1883,67,0,13
1884,69,0,13
1885,70,0,13
1886,73,0,13
1887,79,0,13
1888,80,0,13
1889,85,0,13
1890,88,0,13
1891,91,0,13
1892,92,0,13
1893,93,0,13
1894,94,0,13
1895,95,0,13
1896,99,0,13
1897,100,0,13
1898,101,0,13
1899,102,0,13
1900,105,0,13
1901,109,0,13
1902,112,0,13
1903,114,0,13
1904,115,0,13
1905,116,0,13
1906,117,0,13
1907,118,0,13
1908,121,0,13
1909,122,0,13
1910,123,0,13
1911,125,0,13
1912,127,0,13
1913,128,0,13
1914,131,0,13
1915,132,0,13
1916,133,0,13
1917,135,0,13
1918,136,0,13
1919,137,0,13
1920,138,0,13
1921,140,0,13
1922,141,0,13
1923,142,0,13
1924,143,0,13
1925,144,0,13
1926,146,0,13
1927,147,0,13
1928,148,0,13
1929,155,0,13
1930,157,0,13
1931,158,0,13
1932,159,0,13
1933,162,1,13
1934,167,0,13
1935,168,0,13
1936,177,1,13
1937,183,0,13
1938,186,0,13
1939,189,0,13
1940,192,0,13
1941,193,0,13
1942,198,0,13
1943,200,0,13
1944,201,0,13
1945,202,0,13
1946,203,0,13
1947,207,0,13
1948,210,0,13
1949,215,1,13
1950,218,0,13
1951,220,0,13
1952,221,0,13
1953,223,0,13
1954,224,0,13
1955,225,0,13
1956,226,0,13
1957,228,0,13
1958,229,0,13
1959,230,0,13
1960,232,0,13
1961,236,0,13
1962,237,0,13
1963,238,0,13
1964,242,0,13
1965,243,0,13
1966,248,0,13
1967,250,0,13
1968,252,0,13
1969,254,0,13
1970,255,0,13
1971,256,0,13
1972,257,0,13
1973,258,0,13
1974,259,0,13
1975,260,0,13
1976,261,0,13
1977,262,0,13
1978,263,0,13
1979,264,0,13
1980,265,0,13
1981,267,0,13
1982,268,0,13
1983,269,0,13
1984,270,0,13
1985,271,0,13
1986,272,0,13
1987,273,0,13
1988,274,0,13
1989,275,0,13
1990,276,0,13
1991,278,0,13
1992,280,0,13
1993,281,0,13
1994,283,0,13
1995,284,0,13
1996,285,0,13
1997,286,0,13
1998,297,0,13
1999,298,0,13
2000,301,0,13
2001,305,0,13
2002,339,0,13
2003,0,1,14
2004,3,0,14
2005,4,1,14
2006,5,1,14
2007,6,0,14
2008,10,1,14
2009,11,1,14
2010,27,0,14
2011,32,0,14
2012,35,0,14
2013,36,0,14
2014,37,0,14
2015,38,0,14
2016,43,0,14
2017,44,0,14
2018,47,0,14
2019,49,1,14
2020,51,0,14
2021,58,0,14
2022,60,0,14
2023,62,0,14
2024,63,0,14
2025,64,0,14
2026,65,0,14
2027,67,0,14
2028,69,0,14
2029,70,0,14
2030,71,0,14
2031,72,0,14
2032,73,0,14
2033,75,0,14
2034,76,0,14
2035,77,0,14
2036,78,0,14
2037,79,0,14
2038,80,0,14
2039,83,0,14
2040,85,0,14
2041,86,0,14
2042,88,0,14
2043,89,0,14
2044,91,0,14
2045,93,0,14
2046,94,0,14
2047,95,0,14
2048,96,0,14
2049,98,0,14
2050,99,0,14
2051,100,0,14
2052,101,0,14
2053,103,0,14
2054,104,0,14
2055,105,0,14
2056,106,0,14
2057,107,0,14
2058,109,0,14
2059,111,0,14
2060,112,0,14
2061,113,0,14
2062,114,0,14
2063,116,0,14
2064,117,0,14
2065,118,0,14
2066,119,0,14
2067,121,0,14
2068,122,0,14
2069,123,0,14
2070,124,0,14
2071,131,0,14
2072,132,0,14
2073,134,0,14
2074,135,0,14
2075,136,0,14
2076,137,0,14
2077,138,0,14
2078,139,0,14
2079,140,0,14
2080,142,0,14
2081,144,0,14
2082,147,0,14
2083,148,0,14
2084,152,0,14
2085,157,0,14
2086,158,0,14
2087,159,0,14
2088,160,0,14
2089,161,1,14
2090,162,1,14
2091,165,0,14
2092,166,0,14
2093,167,0,14
2094,169,0,14
2095,174,0,14
2096,175,0,14
2097,183,0,14
2098,186,0,14
2099,192,0,14
2100,193,0,14
2101,195,0,14
2102,196,0,14
2103,198,0,14
2104,200,0,14
2105,201,0,14
2106,202,0,14
2107,203,0,14
2108,204,0,14
2109,206,0,14
2110,207,0,14
2111,208,0,14
2112,209,0,14
2113,210,0,14
2114,211,0,14
2115,212,0,14
2116,213,0,14
2117,214,0,14
2118,217,0,14
2119,218,0,14
2120,219,0,14
2121,220,0,14
2122,221,0,14
2123,224,0,14
2124,225,0,14
2125,226,0,14
2126,228,0,14
2127,229,0,14
2128,230,0,14
2129,231,0,14
2130,232,0,14
2131,233,0,14
2132,234,0,14
2133,235,0,14
2134,236,0,14
2135,237,0,14
2136,238,0,14
2137,239,0,14
2138,240,0,14
2139,241,0,14
2140,242,0,14
2141,243,0,14
2142,244,0,14
2143,245,0,14
2144,246,0,14
2145,247,0,14
2146,248,0,14
2147,249,0,14
2148,250,0,14
2149,251,0,14
2150,252,0,14
2151,253,0,14
2152,254,0,14
2153,255,0,14
2154,256,0,14
2155,257,0,14
2156,258,0,14
2157,259,0,14
2158,260,0,14
2159,261,0,14
2160,262,0,14
2161,263,0,14
2162,264,0,14
2163,265,0,14
2164,266,0,14
2165,267,0,14
2166,268,0,14
2167,269,0,14
2168,270,0,14
2169,271,0,14
2170,272,0,14
2171,273,0,14
2172,274,0,14
2173,276,0,14
2174,277,0,14
2175,278,0,14
2176,279,0,14
2177,280,0,14
2178,281,0,14
2179,283,0,14
2180,284,0,14
2181,285,0,14
2182,286,0,14
2183,301,0,14
2184,302,0,14
2185,305,0,14
2186,306,0,14
2187,307,0,14
2188,308,0,14
2189,310,0,14
2190,314,1,14
2191,329,0,14
2192,331,0,14
2193,333,0,14
2194,338,0,14
2195,340,0,14
2196,0,1,15
2197,2,1,15
2198,4,1,15
2199,5,1,15
2200,6,1,15
2201,7,1,15
2202,9,1,15
2203,21,1,15
2204,22,1,15
2205,24,1,15
2206,26,1,15
2207,27,0,15
2208,28,1,15
2209,30,1,15
2210,31,1,15
2211,32,0,15
2212,33,1,15
2213,34,1,15
2214,37,0,15
2215,40,1,15
2216,41,1,15
2217,44,0,15
2218,46,0,15
2219,49,1,15
2220,52,0,15
2221,60,0,15
2222,74,0,15
2223,91,0,15
2224,93,0,15
2225,94,0,15
2226,95,0,15
2227,96,0,15
2228,99,0,15
2229,100,0,15
2230,103,0,15
2231,105,0,15
2232,112,0,15
2233,114,0,15
2234,116,0,15
2235,117,0,15
2236,118,0,15
2237,121,0,15
2238,122,0,15
2239,123,0,15
2240,127,0,15
2241,131,0,15
2242,132,0,15
2243,134,0,15
2244,136,0,15
2245,141,0,15
2246,142,0,15
2247,143,0,15
2248,144,0,15
2249,146,0,15
2250,147,0,15
2251,157,0,15
2252,158,0,15
2253,159,0,15
2254,162,1,15
2255,220,0,15
2256,228,0,15
2257,229,0,15
2258,230,0,15
2259,231,0,15
2260,232,0,15
2261,233,0,15
2262,234,0,15
2263,236,0,15
2264,237,0,15
2265,243,0,15
2266,248,0,15
2267,252,0,15
2268,254,0,15
2269,258,0,15
2270,260,0,15
2271,262,0,15
2272,264,0,15
2273,266,0,15
2274,267,0,15
2275,268,0,15
2276,269,0,15
2277,270,0,15
2278,271,0,15
2279,272,0,15
2280,274,0,15
2281,277,0,15
2282,278,0,15
2283,281,0,15
2284,283,0,15
2285,284,0,15
2286,308,0,15
2287,314,1,15
2288,333,0,15
2289,339,0,15
2290,2,1,16
2291,3,0,16
2292,4,1,16
2293,5,1,16
2294,7,1,16
2295,9,1,16
2296,10,1,16
2297,11,1,16
2298,12,1,16
2299,13,0,16
2300,21,1,16
2301,22,1,16
2302,24,1,16
2303,28,1,16
2304,33,1,16
2305,34,1,16
2306,37,0,16
2307,41,1,16
2308,44,0,16
2309,49,1,16
2310,50,1,16
2311,58,0,16
2312,60,0,16
2313,62,0,16
2314,64,0,16
2315,65,0,16
2316,66,0,16
2317,67,0,16
2318,70,0,16
2319,71,0,16
2320,72,0,16
2321,73,0,16
2322,74,0,16
2323,75,0,16
2324,76,0,16
2325,77,0,16
2326,78,0,16
2327,79,0,16
2328,80,0,16
2329,83,0,16
2330,85,0,16
2331,86,0,16
2332,88,0,16
2333,89,0,16
2334,91,0,16
2335,95,0,16
2336,99,0,16
2337,101,0,16
2338,105,0,16
2339,109,0,16
2340,114,0,16
2341,118,0,16
2342,121,0,16
2343,122,0,16
2344,123,0,16
2345,125,0,16
2346,127,0,16
2347,129,0,16
2348,131,0,16
2349,132,0,16
2350,134,0,16
2351,135,0,16
2352,136,0,16
2353,138,0,16
2354,141,0,16
2355,143,0,16
2356,144,0,16
2357,146,0,16
2358,147,0,16
2359,157,0,16
2360,158,0,16
2361,159,0,16
2362,162,1,16
2363,166,0,16
2364,167,0,16
2365,183,0,16
2366,186,0,16
2367,192,0,16
2368,193,0,16
2369,196,0,16
2370,198,0,16
2371,200,0,16
2372,201,0,16
2373,202,0,16
2374,203,0,16
2375,204,0,16
2376,206,0,16
2377,207,0,16
2378,208,0,16
2379,209,0,16
2380,210,0,16
2381,213,0,16
2382,217,0,16
2383,218,0,16
2384,220,0,16
2385,221,0,16
2386,223,0,16
2387,224,0,16
2388,225,0,16
2389,226,0,16
2390,228,0,16
2391,229,0,16
2392,230,0,16
2393,231,0,16
2394,232,0,16
2395,233,0,16
2396,237,0,16
2397,242,0,16
2398,243,0,16
2399,248,0,16
2400,250,0,16
2401,252,0,16
2402,254,0,16
2403,255,0,16
2404,258,0,16
2405,260,0,16
2406,261,0,16
2407,262,0,16
2408,264,0,16
2409,267,0,16
2410,268,0,16
2411,269,0,16
2412,270,0,16
2413,271,0,16
2414,272,0,16
2415,276,0,16
2416,277,0,16
2417,278,0,16
2418,281,0,16
2419,283,0,16
2420,284,0,16
2421,285,0,16
2422,286,0,16
2423,301,0,16
2424,304,0,16
2425,327,0,16
2426,328,0,16
2427,329,0,16
2428,4,1,17
2429,5,1,17
2430,11,1,17
2431,12,1,17
2432,17,1,17
2433,21,1,17
2434,22,1,17
2435,30,1,17
2436,32,0,17
2437,33,1,17
2438,35,0,17
2439,36,0,17
2440,37,0,17
2441,40,1,17
2442,42,0,17
2443,44,0,17
2444,46,0,17
2445,49,1,17
2446,52,0,17
2447,58,0,17
2448,60,0,17
2449,64,0,17
2450,67,0,17
2451,69,0,17
2452,70,0,17
2453,71,0,17
2454,72,0,17
2455,73,0,17
2456,78,0,17
2457,79,0,17
2458,80,0,17
2459,83,0,17
2460,85,0,17
2461,88,0,17
2462,91,0,17
2463,92,0,17
2464,93,0,17
2465,94,0,17
2466,95,0,17
2467,97,0,17
2468,99,0,17
2469,100,0,17
2470,103,0,17
2471,105,0,17
2472,108,0,17
2473,109,0,17
2474,112,0,17
2475,113,0,17
2476,114,0,17
2477,116,0,17
2478,117,0,17
2479,118,0,17
2480,119,0,17
2481,120,0,17
2482,121,0,17
2483,123,0,17
2484,126,0,17
2485,127,0,17
2486,129,0,17
2487,131,0,17
2488,132,0,17
2489,134,0,17
2490,135,0,17
2491,136,0,17
2492,137,0,17
2493,138,0,17
2494,141,0,17
2495,142,0,17
2496,143,0,17
2497,144,0,17
2498,146,0,17
2499,147,0,17
2500,151,0,17
2501,152,0,17
2502,153,0,17
2503,156,0,17
2504,157,0,17
2505,158,0,17
2506,159,0,17
2507,161,1,17
2508,162,1,17
2509,163,1,17
2510,167,0,17
2511,177,1,17
2512,183,0,17
2513,184,0,17
2514,186,0,17
2515,189,0,17
2516,192,0,17
2517,193,0,17
2518,198,0,17
2519,200,0,17
2520,201,0,17
2521,202,0,17
2522,204,0,17
2523,206,0,17
2524,207,0,17
2525,210,0,17
2526,213,0,17
2527,218,0,17
2528,220,0,17
2529,221,0,17
2530,223,0,17
2531,224,0,17
2532,225,0,17
2533,226,0,17
2534,227,0,17
2535,228,0,17
2536,229,0,17
2537,230,0,17
2538,232,0,17
2539,233,0,17
2540,235,0,17
2541,236,0,17
2542,237,0,17
2543,238,0,17
2544,241,0,17
2545,242,0,17
2546,243,0,17
2547,248,0,17
2548,250,0,17
2549,252,0,17
2550,254,0,17
2551,255,0,17
2552,257,0,17
2553,258,0,17
2554,259,0,17
2555,260,0,17
2556,261,0,17
2557,262,0,17
2558,264,0,17
2559,265,0,17
2560,266,0,17
2561,267,0,17
2562,268,0,17
2563,269,0,17
2564,270,0,17
2565,271,0,17
2566,272,0,17
2567,274,0,17
2568,276,0,17
2569,277,0,17
2570,278,0,17
2571,279,0,17
2572,281,0,17
2573,282,0,17
2574,283,0,17
2575,284,0,17
2576,285,0,17
2577,286,0,17
2578,297,0,17
2579,304,0,17
2580,307,0,17
2581,308,0,17
2582,329,0,17
2583,333,0,17
2584,339,0,17
2585,340,0,17
2586,5,1,18
2587,6,1,18
2588,7,1,18
2589,9,1,18
2590,10,1,18
2591,11,1,18
2592,17,1,18
2593,19,1,18
2594,21,1,18
2595,22,1,18
2596,31,1,18
2597,32,0,18
2598,33,1,18
2599,37,0,18
2600,39,0,18
2601,44,0,18
2602,58,0,18
2603,60,0,18
2604,62,0,18
2605,63,0,18
2606,64,0,18
2607,65,0,18
2608,67,0,18
2609,70,0,18
2610,71,0,18
2611,72,0,18
2612,73,0,18
2613,77,0,18
2614,78,0,18
2615,79,0,18
2616,80,0,18
2617,83,0,18
2618,85,0,18
2619,88,0,18
2620,91,0,18
2621,92,0,18
2622,93,0,18
2623,94,0,18
2624,95,0,18
2625,97,0,18
2626,98,0,18
2627,99,0,18
2628,100,0,18
2629,103,0,18
2630,105,0,18
2631,106,0,18
2632,111,1,18
2633,117,0,18
2634,118,0,18
2635,121,0,18
2636,153,0,18
2637,162,1,18
2638,166,0,18
2639,186,0,18
2640,189,0,18
2641,192,0,18
2642,193,0,18
2643,197,0,18
2644,198,0,18
2645,200,0,18
2646,201,0,18
2647,202,0,18
2648,203,0,18
2649,206,0,18
2650,207,0,18
2651,209,0,18
2652,210,0,18
2653,213,0,18
2654,218,0,18
2655,221,0,18
2656,222,0,18
2657,223,0,18
2658,224,0,18
2659,225,0,18
2660,226,0,18
2661,227,0,18
2662,228,0,18
2663,229,0,18
2664,230,0,18
2665,232,0,18
2666,233,0,18
2667,236,0,18
2668,238,0,18
2669,239,0,18
2670,240,0,18
2671,242,0,18
2672,247,0,18
2673,252,0,18
2674,261,0,18
2675,286,0,18
2676,297,0,18
2677,301,0,18
2678,307,0,18
2679,308,0,18
2680,310,0,18
2681,329,0,18
2682,330,0,18
2683,331,0,18
2684,333,0,18
2685,4,1,19
2686,6,0,19
2687,11,1,19
2688,13,0,19
2689,22,0,19
2690,27,0,19
2691,32,0,19
2692,33,1,19
2693,35,0,19
2694,37,0,19
2695,39,0,19
2696,44,0,19
2697,46,0,19
2698,48,0,19
2699,50,0,19
2700,51,0,19
2701,52,0,19
2702,58,0,19
2703,60,0,19
2704,62,0,19
2705,63,0,19
2706,64,0,19
2707,65,0,19
2708,66,0,19
2709,67,0,19
2710,69,0,19
2711,70,0,19
2712,71,0,19
2713,72,0,19
2714,73,0,19
2715,75,0,19
2716,77,0,19
2717,79,0,19
2718,80,0,19
2719,81,0,19
2720,83,0,19
2721,85,0,19
2722,88,0,19
2723,89,0,19
2724,90,0,19
2725,91,0,19
2726,92,0,19
2727,93,0,19
2728,94,0,19
2729,95,0,19
2730,96,0,19
2731,97,0,19
2732,98,0,19
2733,99,0,19
2734,100,0,19
2735,101,0,19
2736,103,0,19
2737,105,0,19
2738,107,0,19
2739,108,0,19
2740,109,0,19
2741,110,0,19
2742,112,0,19
2743,113,0,19
2744,114,0,19
2745,115,0,19
2746,116,0,19
2747,117,0,19
2748,118,0,19
2749,119,0,19
2750,121,0,19
2751,122,0,19
2752,123,0,19
2753,124,0,19
2754,125,0,19
2755,126,0,19
2756,127,0,19
2757,128,0,19
2758,129,0,19
2759,130,0,19
2760,131,0,19
2761,132,0,19
2762,134,0,19
2763,135,0,19
2764,136,0,19
2765,137,0,19
2766,138,0,19
2767,140,0,19
2768,141,0,19
2769,142,0,19
2770,143,0,19
2771,144,0,19
2772,145,0,19
2773,146,0,19
2774,147,0,19
2775,148,0,19
2776,149,0,19
2777,150,0,19
2778,151,0,19
2779,152,0,19
2780,153,0,19
2781,154,0,19
2782,155,0,19
2783,156,0,19
2784,157,0,19
2785,158,0,19
2786,159,0,19
2787,162,1,19
2788,166,0,19
2789,167,0,19
2790,168,0,19
2791,172,0,19
2792,173,1,19
2793,174,0,19
2794,175,0,19
2795,183,0,19
2796,185,0,19
2797,186,0,19
2798,192,0,19
2799,193,0,19
2800,195,0,19
2801,196,0,19
2802,198,0,19
2803,200,0,19
2804,201,0,19
2805,202,0,19
2806,203,0,19
2807,204,0,19
2808,206,0,19
2809,207,0,19
2810,208,0,19
2811,209,0,19
2812,210,0,19
2813,213,0,19
2814,214,0,19
2815,218,0,19
2816,220,0,19
2817,221,0,19
2818,223,0,19
2819,224,0,19
2820,225,0,19
2821,226,0,19
2822,228,0,19
2823,229,0,19
2824,230,0,19
2825,231,0,19
2826,232,0,19
2827,233,0,19
2828,235,0,19
2829,236,0,19
2830,237,0,19
2831,238,0,19
2832,241,0,19
2833,242,0,19
2834,248,0,19
2835,249,0,19
2836,250,0,19
2837,251,0,19
2838,252,0,19
2839,253,0,19
2840,254,0,19
2841,255,0,19
2842,256,0,19
2843,257,0,19
2844,258,0,19
2845,259,0,19
2846,260,0,19
2847,261,0,19
2848,262,0,19
2849,263,0,19
2850,264,0,19
2851,265,0,19
2852,266,0,19
2853,267,0,19
2854,268,0,19
2855,269,0,19
2856,270,0,19
2857,271,0,19
2858,272,0,19
2859,273,0,19
2860,274,0,19
2861,276,0,19
2862,277,0,19
2863,278,0,19
2864,279,0,19
2865,280,0,19
2866,281,0,19
2867,282,0,19
2868,283,0,19
2869,284,0,19
2870,285,0,19
2871,286,0,19
2872,288,0,19
2873,289,1,19
2874,301,0,19
2875,304,0,19
2876,307,0,19
2877,314,0,19
2878,317,0,19
2879,318,0,19
2880,319,0,19
2881,327,0,19
2882,328,0,19
2883,329,0,19
2884,330,0,19
2885,333,0,19
2886,337,0,19
2887,338,0,19
2888,339,0,19
2889,340,0,19
2890,341,0,19
2891,342,0,19
2892,3,0,20
2893,4,1,20
2894,11,1,20
2895,14,0,20
2896,20,1,20
2897,21,1,20
2898,24,1,20
2899,28,1,20
2900,31,0,20
2901,32,0,20
2902,33,1,20
2903,35,0,20
2904,37,0,20
2905,39,0,20
2906,44,0,20
2907,46,0,20
2908,47,0,20
2909,49,1,20
2910,58,0,20
2911,60,0,20
2912,62,0,20
2913,63,0,20
2914,64,0,20
2915,65,0,20
2916,67,0,20
2917,69,0,20
2918,70,0,20
2919,71,0,20
2920,72,0,20
2921,73,0,20
2922,75,0,20
2923,77,0,20
2924,79,0,20
2925,80,0,20
2926,85,0,20
2927,88,0,20
2928,89,0,20
2929,91,0,20
2930,92,0,20
2931,93,0,20
2932,94,0,20
2933,95,0,20
2934,96,0,20
2935,99,0,20
2936,100,0,20
2937,101,0,20
2938,102,0,20
2939,103,0,20
2940,105,0,20
2941,107,0,20
2942,108,0,20
2943,109,0,20
2944,110,0,20
2945,112,0,20
2946,113,0,20
2947,114,0,20
2948,116,0,20
2949,117,0,20
2950,118,0,20
2951,119,0,20
2952,120,0,20
2953,121,0,20
2954,122,0,20
2955,123,0,20
2956,125,0,20
2957,127,0,20
2958,128,0,20
2959,129,0,20
2960,130,0,20
2961,131,0,20
2962,132,0,20
2963,133,0,20
2964,134,0,20
2965,135,0,20
2966,136,0,20
2967,137,0,20
2968,138,0,20
2969,140,0,20
2970,141,0,20
2971,142,0,20
2972,144,0,20
2973,146,0,20
2974,147,0,20
2975,148,0,20
2976,150,0,20
2977,152,0,20
2978,153,0,20
2979,155,0,20
2980,156,0,20
2981,157,0,20
2982,158,0,20
2983,161,1,20
2984,164,1,20
2985,166,0,20
2986,167,0,20
2987,168,0,20
2988,174,0,20
2989,175,0,20
2990,177,1,20
2991,183,0,20
2992,184,0,20
2993,186,0,20
2994,188,0,20
2995,192,0,20
2996,193,0,20
2997,195,0,20
2998,196,0,20
2999,198,0,20
3000,200,0,20
3001,201,0,20
3002,202,0,20
3003,203,0,20
3004,206,0,20
3005,207,0,20
3006,208,0,20
3007,209,0,20
3008,210,0,20
3009,218,0,20
3010,220,0,20
3011,221,0,20
3012,223,0,20
3013,224,0,20
3014,225,0,20
3015,226,0,20
3016,228,0,20
3017,229,0,20
3018,230,0,20
3019,231,0,20
3020,232,0,20
3021,233,0,20
3022,236,0,20
3023,237,0,20
3024,238,0,20
3025,241,0,20
3026,242,0,20
3027,243,0,20
3028,245,0,20
3029,248,0,20
3030,249,0,20
3031,250,0,20
3032,251,0,20
3033,252,0,20
3034,254,0,20
3035,255,0,20
3036,256,0,20
3037,257,0,20
3038,258,0,20
3039,259,0,20
3040,260,0,20
3041,261,0,20
3042,262,0,20
3043,263,0,20
3044,264,0,20
3045,265,0,20
3046,266,0,20
3047,267,0,20
3048,268,0,20
3049,269,0,20
3050,270,0,20
3051,271,0,20
3052,272,0,20
3053,273,0,20
3054,274,0,20
3055,275,0,20
3056,276,0,20
3057,277,0,20
3058,278,0,20
3059,279,0,20
3060,280,0,20
3061,281,0,20
3062,282,0,20
3063,283,0,20
3064,284,0,20
3065,285,0,20
3066,297,0,20
3067,301,0,20
3068,302,0,20
3069,304,0,20
3070,306,0,20
3071,308,0,20
3072,316,1,20
3073,327,0,20
3074,329,0,20
3075,333,0,20
3076,339,0,20
3077,342,0,20
3078,1,0,21
3079,4,1,21
3080,6,0,21
3081,19,1,21
3082,20,1,21
3083,22,1,21
3084,31,1,21
3085,32,0,21
3086,37,0,21
3087,40,1,21
3088,44,0,21
3089,46,0,21
3090,47,0,21
3091,49,1,21
3092,51,0,21
3093,54,0,21
3094,55,0,21
3095,56,0,21
3096,57,0,21
3097,58,0,21
3098,59,0,21
3099,60,0,21
3100,62,0,21
3101,64,0,21
3102,65,0,21
3103,66,0,21
3104,67,0,21
3105,69,0,21
3106,70,0,21
3107,71,0,21
3108,72,0,21
3109,73,0,21
3110,76,0,21
3111,78,0,21
3112,79,0,21
3113,80,0,21
3114,81,0,21
3115,83,0,21
3116,85,0,21
3117,88,0,21
3118,89,0,21
3119,91,0,21
3120,96,0,21
3121,98,0,21
3122,99,0,21
3123,100,0,21
3124,101,0,21
3125,103,0,21
3126,105,0,21
3127,113,0,21
3128,114,0,21
3129,116,0,21
3130,117,0,21
3131,118,0,21
3132,123,0,21
3133,125,0,21
3134,126,0,21
3135,127,0,21
3136,128,0,21
3137,129,0,21
3138,131,0,21
3139,132,0,21
3140,134,0,21
3141,135,0,21
3142,136,0,21
3143,137,0,21
3144,138,0,21
3145,142,0,21
3146,143,0,21
3147,144,0,21
3148,146,0,21
3149,147,0,21
3150,150,0,21
3151,156,0,21
3152,157,0,21
3153,158,0,21
3154,167,0,21
3155,171,0,21
3156,172,0,21
3157,177,1,21
3158,179,0,21
3159,180,0,21
3160,181,0,21
3161,183,0,21
3162,184,0,21
3163,186,0,21
3164,188,0,21
3165,189,0,21
3166,190,0,21
3167,191,0,21
3168,192,0,21
3169,193,0,21
3170,194,0,21
3171,196,0,21
3172,197,0,21
3173,198,0,21
3174,200,0,21
3175,201,0,21
3176,202,0,21
3177,203,0,21
3178,204,0,21
3179,209,0,21
3180,210,0,21
3181,213,0,21
3182,217,0,21
3183,218,0,21
3184,221,0,21
3185,223,0,21
3186,224,0,21
3187,225,0,21
3188,226,0,21
3189,229,0,21
3190,230,0,21
3191,236,0,21
3192,237,0,21
3193,239,0,21
3194,242,0,21
3195,243,1,21
3196,248,0,21
3197,249,0,21
3198,252,0,21
3199,254,0,21
3200,257,0,21
3201,258,0,21
3202,260,0,21
3203,261,0,21
3204,262,0,21
3205,263,0,21
3206,264,0,21
3207,265,0,21
3208,266,0,21
3209,267,0,21
3210,268,0,21
3211,269,0,21
3212,270,0,21
3213,271,0,21
3214,272,0,21
3215,274,0,21
3216,275,0,21
3217,276,0,21
3218,277,0,21
